x,true_tau,oracle_bias,oracle_variance,oracle_rmse,oracle_mc_se,if_bias,if_variance,if_rmse,if_mc_se,if_analytical_se,if_coverage,se_ratio,se_calibration
0.0,0.0,-0.0016063931779952193,0.03510102613550703,0.18735956510023538,0.18735267848500867,-0.0019708323837760106,0.04246629939895222,0.2060829531505145,0.20607352910782165,0.21469807532416388,0.952,1.145956796883175,1.0418517907354792
0.1,0.5687852522924731,-0.003920032877811952,0.021349367804007483,0.14616680355597372,0.1461142286158589,-0.010505702487772162,0.04309924432338587,0.2078692235713297,0.2076035749292046,0.21010563806609886,0.95,1.4379546746160934,1.0120521197081866
0.2,0.8790565162951536,-0.004874642362308057,0.013106629734996747,0.11458792202128965,0.11448418989099214,-0.0004038881324179844,0.04308475011027576,0.20756905654721097,0.20756866360381993,0.2085069142459835,0.942,1.8212725656225242,1.004520194069151
0.30000000000000004,0.7980565162951535,-0.004278209501869301,0.011888877276883187,0.1091200272792537,0.10903612831022197,-0.0022372668988395183,0.04208318800118664,0.20515407225878624,0.20514187286165309,0.20437371549524033,0.94,1.8743669521515889,0.9962554823367007
0.4,0.3317852522924732,-0.002481007166110938,0.012046013037255058,0.10978236850156473,0.10975433038042307,-0.0067044020119142456,0.037399799658932795,0.19350645639169292,0.19339027808794523,0.20406184208159833,0.968,1.859260052649339,1.0551814915370263
0.5,-0.3749999999999999,-0.0003755932238755366,0.007520226039751331,0.08672005021920336,0.08671923684945188,0.014284554868032984,0.046936348099980034,0.21711839306645092,0.2166479819891707,0.20083872961890425,0.932,2.315965141247362,0.9270279269388408
0.6000000000000001,-1.0917852522924734,0.0008103238948811153,0.009696877549500162,0.09847605888902529,0.09847272490136627,-0.022161433446642453,0.04506183089451863,0.21343139419243973,0.21227772114501,0.2012404383783056,0.924,2.043616022404936,0.9480054585701687
0.7000000000000001,-1.5880565162951537,-0.00015096423979610307,0.010792904537487314,0.10388901447067929,0.10388890478529127,0.005437231616048033,0.042951282836463954,0.20731822477561038,0.2072469127308389,0.20418771591036033,0.95,1.9654429540128284,0.9852388786874153
0.8,-1.7190565162951539,-0.004152015496750927,0.009850267258538046,0.09933532348174695,0.09924851262632628,0.013007732103053726,0.04548816360367804,0.2136758402303425,0.2132795433314645,0.20793125545056154,0.952,2.095056640631272,0.9749235777732747
0.9,-1.4787852522924734,-0.011543102745597444,0.02138446065858512,0.14668914029191302,0.1462342663625223,-0.02012156388185371,0.0439348912613193,0.21057010375257648,0.2096065153121899,0.21810042215521133,0.96,1.49144538814541,1.0405231050684207
